Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
400,tt0811274,2020-08-02,2020-08-02,,"Doctor Who: Revenge of the Cybermen: Part Three","Doctor Who: Revenge of the Cybermen: Part Three",https://www.imdb.com/title/tt0811274/,TV Episode,6.9,25,1975,"Adventure, Drama, Family, Sci-Fi",679,1975-05-03,"Michael E. Briant",,
401,tt0811275,2020-08-02,2020-08-02,,"Doctor Who: Revenge of the Cybermen: Part Four","Doctor Who: Revenge of the Cybermen: Part Four",https://www.imdb.com/title/tt0811275/,TV Episode,7.0,23,1975,"Adventure, Drama, Family, Sci-Fi",674,1975-05-10,"Michael E. Briant",,
402,tt0562885,2020-08-02,2020-08-02,,"Doctor Who: Terror of the Zygons: Part One","Doctor Who: Terror of the Zygons: Part One",https://www.imdb.com/title/tt0562885/,TV Episode,8.1,22,1975,"Adventure, Drama, Family, Sci-Fi",815,1975-08-30,"Douglas Camfield",,
403,tt0811853,2020-08-02,2020-08-02,,"Doctor Who: Terror of the Zygons: Part Two","Doctor Who: Terror of the Zygons: Part Two",https://www.imdb.com/title/tt0811853/,TV Episode,8.1,25,1975,"Adventure, Drama, Family, Sci-Fi",723,1975-09-06,"Douglas Camfield",,
404,tt0811854,2020-08-02,2020-08-02,,"Doctor Who: Terror of the Zygons: Part Three","Doctor Who: Terror of the Zygons: Part Three",https://www.imdb.com/title/tt0811854/,TV Episode,8.0,24,1975,"Adventure, Drama, Family, Sci-Fi",716,1975-09-13,"Douglas Camfield",,
405,tt0811855,2020-08-02,2020-08-02,,"Doctor Who: Terror of the Zygons: Part Four","Doctor Who: Terror of the Zygons: Part Four",https://www.imdb.com/title/tt0811855/,TV Episode,8.0,25,1975,"Adventure, Drama, Family, Sci-Fi",720,1975-09-20,"Douglas Camfield",,
406,tt0562865,2020-08-02,2020-08-02,,"Doctor Who: Planet of Evil: Part One","Doctor Who: Planet of Evil: Part One",https://www.imdb.com/title/tt0562865/,TV Episode,7.4,24,1975,"Adventure, Drama, Family, Sci-Fi",702,1975-09-27,"David Maloney",,
407,tt0811823,2020-08-02,2020-08-02,,"Doctor Who: Planet of Evil: Part Two","Doctor Who: Planet of Evil: Part Two",https://www.imdb.com/title/tt0811823/,TV Episode,7.3,22,1975,"Adventure, Drama, Family, Sci-Fi",619,1975-10-04,"David Maloney",,
408,tt0811824,2020-08-02,2020-08-02,,"Doctor Who: Planet of Evil: Part Three","Doctor Who: Planet of Evil: Part Three",https://www.imdb.com/title/tt0811824/,TV Episode,7.3,24,1975,"Adventure, Drama, Family, Sci-Fi",614,1975-10-11,"David Maloney",,
409,tt0811825,2020-08-02,2020-08-02,,"Doctor Who: Planet of Evil: Part Four","Doctor Who: Planet of Evil: Part Four",https://www.imdb.com/title/tt0811825/,TV Episode,7.2,24,1975,"Adventure, Drama, Family, Sci-Fi",608,1975-10-18,"David Maloney",,
410,tt0562870,2020-08-02,2020-08-02,,"Doctor Who: Pyramids of Mars: Part One","Doctor Who: Pyramids of Mars: Part One",https://www.imdb.com/title/tt0562870/,TV Episode,8.4,25,1975,"Adventure, Drama, Family, Sci-Fi",1048,1975-10-25,"Paddy Russell",,
411,tt0811829,2020-08-02,2020-08-02,,"Doctor Who: Pyramids of Mars: Part Two","Doctor Who: Pyramids of Mars: Part Two",https://www.imdb.com/title/tt0811829/,TV Episode,8.3,24,1975,"Adventure, Drama, Family, Sci-Fi",893,1975-11-01,"Paddy Russell",,
412,tt0811830,2020-08-02,2020-08-02,,"Doctor Who: Pyramids of Mars: Part Three","Doctor Who: Pyramids of Mars: Part Three",https://www.imdb.com/title/tt0811830/,TV Episode,8.3,25,1975,"Adventure, Drama, Family, Sci-Fi",881,1975-11-08,"Paddy Russell",,
413,tt0811831,2020-08-02,2020-08-02,,"Doctor Who: Pyramids of Mars: Part Four","Doctor Who: Pyramids of Mars: Part Four",https://www.imdb.com/title/tt0811831/,TV Episode,8.5,25,1975,"Adventure, Drama, Family, Sci-Fi",909,1975-11-15,"Paddy Russell",,
414,tt0562888,2020-08-02,2020-08-02,,"Doctor Who: The Android Invasion: Part One","Doctor Who: The Android Invasion: Part One",https://www.imdb.com/title/tt0562888/,TV Episode,7.6,24,1975,"Adventure, Drama, Family, Sci-Fi",663,1975-11-22,"Barry Letts",,
415,tt0811856,2020-08-02,2020-08-02,,"Doctor Who: The Android Invasion: Part Two","Doctor Who: The Android Invasion: Part Two",https://www.imdb.com/title/tt0811856/,TV Episode,7.4,24,1975,"Adventure, Drama, Family, Sci-Fi",590,1975-11-29,"Barry Letts",,
416,tt0811857,2020-08-02,2020-08-02,,"Doctor Who: The Android Invasion: Part Three","Doctor Who: The Android Invasion: Part Three",https://www.imdb.com/title/tt0811857/,TV Episode,7.3,25,1975,"Adventure, Drama, Family, Sci-Fi",586,1975-12-06,"Barry Letts",,
417,tt0811858,2020-08-02,2020-08-02,,"Doctor Who: The Android Invasion: Part Four","Doctor Who: The Android Invasion: Part Four",https://www.imdb.com/title/tt0811858/,TV Episode,7.2,23,1975,"Adventure, Drama, Family, Sci-Fi",587,1975-12-13,"Barry Letts",,
418,tt0144171,2020-08-02,2020-08-02,,"Doctor Who: The Brain of Morbius: Part One","Doctor Who: The Brain of Morbius: Part One",https://www.imdb.com/title/tt0144171/,TV Episode,8.2,25,1976,"Adventure, Drama, Family, Sci-Fi",776,1976-01-03,"Christopher Barry",,
419,tt0811868,2020-08-02,2020-08-02,,"Doctor Who: The Brain of Morbius: Part Two","Doctor Who: The Brain of Morbius: Part Two",https://www.imdb.com/title/tt0811868/,TV Episode,8.2,25,1976,"Adventure, Drama, Family, Sci-Fi",679,1976-01-10,"Christopher Barry",,
420,tt0811869,2020-08-02,2020-08-02,,"Doctor Who: The Brain of Morbius: Part Three","Doctor Who: The Brain of Morbius: Part Three",https://www.imdb.com/title/tt0811869/,TV Episode,8.2,25,1976,"Adventure, Drama, Family, Sci-Fi",676,1976-01-17,"Christopher Barry",,
421,tt0811870,2020-08-02,2020-08-02,,"Doctor Who: The Brain of Morbius: Part Four","Doctor Who: The Brain of Morbius: Part Four",https://www.imdb.com/title/tt0811870/,TV Episode,8.3,24,1976,"Adventure, Drama, Family, Sci-Fi",697,1976-01-24,"Christopher Barry",,
422,tt0562952,2020-08-02,2020-08-02,,"Doctor Who: The Seeds of Doom: Part One","Doctor Who: The Seeds of Doom: Part One",https://www.imdb.com/title/tt0562952/,TV Episode,8.5,24,1976,"Adventure, Drama, Family, Sci-Fi",775,1976-01-31,"Douglas Camfield",,
423,tt0811731,2020-08-02,2020-08-02,,"Doctor Who: The Seeds of Doom: Part Two","Doctor Who: The Seeds of Doom: Part Two",https://www.imdb.com/title/tt0811731/,TV Episode,8.5,24,1976,"Adventure, Drama, Family, Sci-Fi",654,1976-02-07,"Douglas Camfield",,
424,tt0811732,2020-08-02,2020-08-02,,"Doctor Who: The Seeds of Doom: Part Three","Doctor Who: The Seeds of Doom: Part Three",https://www.imdb.com/title/tt0811732/,TV Episode,8.4,25,1976,"Adventure, Drama, Family, Sci-Fi",652,1976-02-14,"Douglas Camfield",,
425,tt0811733,2020-08-02,2020-08-02,,"Doctor Who: The Seeds of Doom: Part Four","Doctor Who: The Seeds of Doom: Part Four",https://www.imdb.com/title/tt0811733/,TV Episode,8.4,24,1976,"Adventure, Drama, Family, Sci-Fi",643,1976-02-21,"Douglas Camfield",,
426,tt0811734,2020-08-02,2020-08-02,,"Doctor Who: The Seeds of Doom: Part Five","Doctor Who: The Seeds of Doom: Part Five",https://www.imdb.com/title/tt0811734/,TV Episode,8.5,25,1976,"Adventure, Drama, Family, Sci-Fi",650,1976-02-28,"Douglas Camfield",,
427,tt0811735,2020-08-02,2020-08-02,,"Doctor Who: The Seeds of Doom: Part Six","Doctor Who: The Seeds of Doom: Part Six",https://www.imdb.com/title/tt0811735/,TV Episode,8.5,22,1976,"Adventure, Drama, Family, Sci-Fi",663,1976-03-06,"Douglas Camfield",,
428,tt0562932,2020-08-02,2020-08-02,,"Doctor Who: The Masque of Mandragora: Part One","Doctor Who: The Masque of Mandragora: Part One",https://www.imdb.com/title/tt0562932/,TV Episode,7.4,25,1976,"Adventure, Drama, Family, Sci-Fi",661,1976-09-04,"Rodney Bennett",,
429,tt0811713,2020-08-02,2020-08-02,,"Doctor Who: The Masque of Mandragora: Part Two","Doctor Who: The Masque of Mandragora: Part Two",https://www.imdb.com/title/tt0811713/,TV Episode,7.3,25,1976,"Adventure, Drama, Family, Sci-Fi",595,1976-09-11,"Rodney Bennett",,
430,tt0811714,2020-08-02,2020-08-02,,"Doctor Who: The Masque of Mandragora: Part Three","Doctor Who: The Masque of Mandragora: Part Three",https://www.imdb.com/title/tt0811714/,TV Episode,7.3,25,1976,"Adventure, Drama, Family, Sci-Fi",579,1976-09-18,"Rodney Bennett",,
431,tt0811715,2020-08-02,2020-08-02,,"Doctor Who: The Masque of Mandragora: Part Four","Doctor Who: The Masque of Mandragora: Part Four",https://www.imdb.com/title/tt0811715/,TV Episode,7.3,25,1976,"Adventure, Drama, Family, Sci-Fi",591,1976-09-25,"Rodney Bennett",,
432,tt0562917,2020-08-02,2020-08-02,,"Doctor Who: The Hand of Fear: Part One","Doctor Who: The Hand of Fear: Part One",https://www.imdb.com/title/tt0562917/,TV Episode,7.6,25,1976,"Adventure, Drama, Family, Sci-Fi",704,1976-10-02,"Lennie Mayne",,
433,tt0811689,2020-08-02,2020-08-02,,"Doctor Who: The Hand of Fear: Part Two","Doctor Who: The Hand of Fear: Part Two",https://www.imdb.com/title/tt0811689/,TV Episode,7.6,25,1976,"Adventure, Drama, Family, Sci-Fi",631,1976-10-09,"Lennie Mayne",,
434,tt0811690,2020-08-02,2020-08-02,,"Doctor Who: The Hand of Fear: Part Three","Doctor Who: The Hand of Fear: Part Three",https://www.imdb.com/title/tt0811690/,TV Episode,7.7,24,1976,"Adventure, Drama, Family, Sci-Fi",629,1976-10-16,"Lennie Mayne",,
435,tt0811691,2020-08-02,2020-08-02,,"Doctor Who: The Hand of Fear: Part Four","Doctor Who: The Hand of Fear: Part Four",https://www.imdb.com/title/tt0811691/,TV Episode,7.8,25,1976,"Adventure, Drama, Family, Sci-Fi",644,1976-10-23,"Lennie Mayne",,
436,tt0562907,2020-08-02,2020-08-02,,"Doctor Who: The Deadly Assassin: Part One","Doctor Who: The Deadly Assassin: Part One",https://www.imdb.com/title/tt0562907/,TV Episode,8.3,21,1976,"Adventure, Drama, Family, Sci-Fi",814,1976-10-30,"David Maloney",,
437,tt0811880,2020-08-02,2020-08-02,,"Doctor Who: The Deadly Assassin: Part Two","Doctor Who: The Deadly Assassin: Part Two",https://www.imdb.com/title/tt0811880/,TV Episode,8.3,25,1976,"Adventure, Drama, Family, Sci-Fi",701,1976-11-06,"David Maloney",,
438,tt0811881,2020-08-02,2020-08-02,,"Doctor Who: The Deadly Assassin: Part Three","Doctor Who: The Deadly Assassin: Part Three",https://www.imdb.com/title/tt0811881/,TV Episode,8.2,24,1976,"Adventure, Drama, Family, Sci-Fi",703,1976-11-13,"David Maloney",,
439,tt0811882,2020-08-02,2020-08-02,,"Doctor Who: The Deadly Assassin: Part Four","Doctor Who: The Deadly Assassin: Part Four",https://www.imdb.com/title/tt0811882/,TV Episode,8.3,24,1976,"Adventure, Drama, Family, Sci-Fi",713,1976-11-20,"David Maloney",,
440,tt0562912,2020-08-02,2020-08-02,,"Doctor Who: The Face of Evil: Part One","Doctor Who: The Face of Evil: Part One",https://www.imdb.com/title/tt0562912/,TV Episode,7.6,25,1977,"Adventure, Drama, Family, Sci-Fi",674,1977-01-01,"Pennant Roberts",,
441,tt0811884,2020-08-02,2020-08-02,,"Doctor Who: The Face of Evil: Part Three","Doctor Who: The Face of Evil: Part Three",https://www.imdb.com/title/tt0811884/,TV Episode,7.5,25,1977,"Adventure, Drama, Family, Sci-Fi",586,1977-01-15,"Pennant Roberts",,
442,tt0811883,2020-08-02,2020-08-02,,"Doctor Who: The Face of Evil: Part Two","Doctor Who: The Face of Evil: Part Two",https://www.imdb.com/title/tt0811883/,TV Episode,7.5,25,1977,"Adventure, Drama, Family, Sci-Fi",594,1977-01-08,"Pennant Roberts",,
443,tt0811885,2020-08-02,2020-08-02,,"Doctor Who: The Face of Evil: Part Four","Doctor Who: The Face of Evil: Part Four",https://www.imdb.com/title/tt0811885/,TV Episode,7.5,25,1977,"Adventure, Drama, Family, Sci-Fi",592,1977-01-22,"Pennant Roberts",,
444,tt0302492,2020-08-02,2020-08-02,,"Doctor Who: The Robots of Death: Part One","Doctor Who: The Robots of Death: Part One",https://www.imdb.com/title/tt0302492/,TV Episode,8.3,24,1977,"Adventure, Drama, Family, Sci-Fi",895,1977-01-29,"Michael E. Briant",,
445,tt0811728,2020-08-02,2020-08-02,,"Doctor Who: The Robots of Death: Part Two","Doctor Who: The Robots of Death: Part Two",https://www.imdb.com/title/tt0811728/,TV Episode,8.4,24,1977,"Adventure, Drama, Family, Sci-Fi",738,1977-02-05,"Michael E. Briant",,
446,tt0811729,2020-08-02,2020-08-02,,"Doctor Who: The Robots of Death: Part Three","Doctor Who: The Robots of Death: Part Three",https://www.imdb.com/title/tt0811729/,TV Episode,8.4,24,1977,"Adventure, Drama, Family, Sci-Fi",725,1977-02-12,"Michael E. Briant",,
447,tt0811730,2020-08-02,2020-08-02,,"Doctor Who: The Robots of Death: Part Four","Doctor Who: The Robots of Death: Part Four",https://www.imdb.com/title/tt0811730/,TV Episode,8.5,24,1977,"Adventure, Drama, Family, Sci-Fi",735,1977-02-19,"Michael E. Briant",,
448,tt0562961,2020-08-02,2020-08-02,,"Doctor Who: The Talons of Weng-Chiang: Part One","Doctor Who: The Talons of Weng-Chiang: Part One",https://www.imdb.com/title/tt0562961/,TV Episode,8.6,25,1977,"Adventure, Drama, Family, Sci-Fi",931,1977-02-26,"David Maloney",,
449,tt0811742,2020-08-02,2020-08-02,,"Doctor Who: The Talons of Weng-Chiang: Part Two","Doctor Who: The Talons of Weng-Chiang: Part Two",https://www.imdb.com/title/tt0811742/,TV Episode,8.4,25,1977,"Adventure, Drama, Family, Sci-Fi",740,1977-03-05,"David Maloney",,
450,tt0811743,2020-08-02,2020-08-02,,"Doctor Who: The Talons of Weng-Chiang: Part Three","Doctor Who: The Talons of Weng-Chiang: Part Three",https://www.imdb.com/title/tt0811743/,TV Episode,8.4,22,1977,"Adventure, Drama, Family, Sci-Fi",733,1977-03-12,"David Maloney",,
451,tt0811744,2020-08-02,2020-08-02,,"Doctor Who: The Talons of Weng-Chiang: Part Four","Doctor Who: The Talons of Weng-Chiang: Part Four",https://www.imdb.com/title/tt0811744/,TV Episode,8.4,25,1977,"Adventure, Drama, Family, Sci-Fi",721,1977-03-19,"David Maloney",,
452,tt0811745,2020-08-02,2020-08-02,,"Doctor Who: The Talons of Weng-Chiang: Part Five","Doctor Who: The Talons of Weng-Chiang: Part Five",https://www.imdb.com/title/tt0811745/,TV Episode,8.5,25,1977,"Adventure, Drama, Family, Sci-Fi",719,1977-03-26,"David Maloney",,
453,tt0811746,2020-08-02,2020-08-02,,"Doctor Who: The Talons of Weng-Chiang: Part Six","Doctor Who: The Talons of Weng-Chiang: Part Six",https://www.imdb.com/title/tt0811746/,TV Episode,8.6,24,1977,"Adventure, Drama, Family, Sci-Fi",736,1977-04-02,"David Maloney",,
454,tt0562852,2020-08-02,2020-08-02,,"Doctor Who: Horror of Fang Rock: Part One","Doctor Who: Horror of Fang Rock: Part One",https://www.imdb.com/title/tt0562852/,TV Episode,8.1,25,1977,"Adventure, Drama, Family, Sci-Fi",789,1977-09-03,"Paddy Russell",,
455,tt0811796,2020-08-02,2020-08-02,,"Doctor Who: Horror of Fang Rock: Part Two","Doctor Who: Horror of Fang Rock: Part Two",https://www.imdb.com/title/tt0811796/,TV Episode,8.0,24,1977,"Adventure, Drama, Family, Sci-Fi",679,1977-09-10,"Paddy Russell",,
456,tt0811797,2020-08-02,2020-08-02,,"Doctor Who: Horror of Fang Rock: Part Three","Doctor Who: Horror of Fang Rock: Part Three",https://www.imdb.com/title/tt0811797/,TV Episode,8.1,23,1977,"Adventure, Drama, Family, Sci-Fi",680,1977-09-17,"Paddy Russell",,
457,tt0811798,2020-08-02,2020-08-02,,"Doctor Who: Horror of Fang Rock: Part Four","Doctor Who: Horror of Fang Rock: Part Four",https://www.imdb.com/title/tt0811798/,TV Episode,8.0,24,1977,"Adventure, Drama, Family, Sci-Fi",688,1977-09-24,"Paddy Russell",,
458,tt0562924,2020-08-02,2020-08-02,,"Doctor Who: The Invisible Enemy: Part One","Doctor Who: The Invisible Enemy: Part One",https://www.imdb.com/title/tt0562924/,TV Episode,7.1,23,1977,"Adventure, Drama, Family, Sci-Fi",575,1977-10-01,"Derrick Goodwin",,
459,tt0811702,2020-08-02,2020-08-02,,"Doctor Who: The Invisible Enemy: Part Two","Doctor Who: The Invisible Enemy: Part Two",https://www.imdb.com/title/tt0811702/,TV Episode,7.1,25,1977,"Adventure, Drama, Family, Sci-Fi",516,1977-10-08,"Derrick Goodwin",,
460,tt0811703,2020-08-02,2020-08-02,,"Doctor Who: The Invisible Enemy: Part Three","Doctor Who: The Invisible Enemy: Part Three",https://www.imdb.com/title/tt0811703/,TV Episode,6.8,23,1977,"Adventure, Drama, Family, Sci-Fi",512,1977-10-15,"Derrick Goodwin",,
461,tt0811704,2020-08-02,2020-08-02,,"Doctor Who: The Invisible Enemy: Part Four","Doctor Who: The Invisible Enemy: Part Four",https://www.imdb.com/title/tt0811704/,TV Episode,6.7,21,1977,"Adventure, Drama, Family, Sci-Fi",518,1977-10-22,"Derrick Goodwin",,
462,tt0562853,2020-08-02,2020-08-02,,"Doctor Who: Image of the Fendahl: Part One","Doctor Who: Image of the Fendahl: Part One",https://www.imdb.com/title/tt0562853/,TV Episode,7.4,25,1977,"Adventure, Drama, Family, Sci-Fi",583,1977-10-29,"George Spenton-Foster",,
463,tt0811799,2020-08-02,2020-08-02,,"Doctor Who: Image of the Fendahl: Part Two","Doctor Who: Image of the Fendahl: Part Two",https://www.imdb.com/title/tt0811799/,TV Episode,7.3,25,1977,"Adventure, Drama, Family, Sci-Fi",511,1977-11-05,"George Spenton-Foster",,
464,tt0811800,2020-08-02,2020-08-02,,"Doctor Who: Image of the Fendahl: Part Three","Doctor Who: Image of the Fendahl: Part Three",https://www.imdb.com/title/tt0811800/,TV Episode,7.3,24,1977,"Adventure, Drama, Family, Sci-Fi",507,1977-11-12,"George Spenton-Foster",,
465,tt0811801,2020-08-02,2020-08-02,,"Doctor Who: Image of the Fendahl: Part Four","Doctor Who: Image of the Fendahl: Part Four",https://www.imdb.com/title/tt0811801/,TV Episode,7.3,21,1977,"Adventure, Drama, Family, Sci-Fi",522,1977-11-19,"George Spenton-Foster",,
466,tt0562960,2020-08-02,2020-08-02,,"Doctor Who: The Sun Makers: Part One","Doctor Who: The Sun Makers: Part One",https://www.imdb.com/title/tt0562960/,TV Episode,7.6,25,1977,"Adventure, Drama, Family, Sci-Fi",603,1977-11-26,"Pennant Roberts",,
467,tt0811739,2020-08-02,2020-08-02,,"Doctor Who: The Sun Makers: Part Two","Doctor Who: The Sun Makers: Part Two",https://www.imdb.com/title/tt0811739/,TV Episode,7.6,25,1977,"Adventure, Drama, Family, Sci-Fi",522,1977-12-03,"Pennant Roberts",,
468,tt0811740,2020-08-02,2020-08-02,,"Doctor Who: The Sun Makers: Part Three","Doctor Who: The Sun Makers: Part Three",https://www.imdb.com/title/tt0811740/,TV Episode,7.5,25,1977,"Adventure, Drama, Family, Sci-Fi",511,1977-12-10,"Pennant Roberts",,
469,tt0811741,2020-08-02,2020-08-02,,"Doctor Who: The Sun Makers: Part Four","Doctor Who: The Sun Makers: Part Four",https://www.imdb.com/title/tt0811741/,TV Episode,7.6,25,1977,"Adventure, Drama, Family, Sci-Fi",528,1977-12-17,"Pennant Roberts",,
470,tt0562981,2020-08-02,2020-08-02,,"Doctor Who: Underworld: Part One","Doctor Who: Underworld: Part One",https://www.imdb.com/title/tt0562981/,TV Episode,6.5,23,1978,"Adventure, Drama, Family, Sci-Fi",526,1978-01-07,"Norman Stewart",,
471,tt0811763,2020-08-02,2020-08-02,,"Doctor Who: Underworld: Part Two","Doctor Who: Underworld: Part Two",https://www.imdb.com/title/tt0811763/,TV Episode,5.8,21,1978,"Adventure, Drama, Family, Sci-Fi",477,1978-01-14,"Norman Stewart",,
472,tt0811764,2020-08-02,2020-08-02,,"Doctor Who: Underworld: Part Three","Doctor Who: Underworld: Part Three",https://www.imdb.com/title/tt0811764/,TV Episode,5.8,22,1978,"Adventure, Drama, Family, Sci-Fi",474,1978-01-21,"Norman Stewart",,
473,tt0811765,2020-08-02,2020-08-02,,"Doctor Who: Underworld: Part Four","Doctor Who: Underworld: Part Four",https://www.imdb.com/title/tt0811765/,TV Episode,5.9,23,1978,"Adventure, Drama, Family, Sci-Fi",475,1978-01-28,"Norman Stewart",,
474,tt0562923,2020-08-02,2020-08-02,,"Doctor Who: The Invasion of Time: Part One","Doctor Who: The Invasion of Time: Part One",https://www.imdb.com/title/tt0562923/,TV Episode,7.4,25,1978,"Adventure, Drama, Family, Sci-Fi",590,1978-02-04,"Gerald Blake",,
475,tt0811697,2020-08-02,2020-08-02,,"Doctor Who: The Invasion of Time: Part Two","Doctor Who: The Invasion of Time: Part Two",https://www.imdb.com/title/tt0811697/,TV Episode,7.3,25,1978,"Adventure, Drama, Family, Sci-Fi",520,1978-02-11,"Gerald Blake",,
476,tt0811698,2020-08-02,2020-08-02,,"Doctor Who: The Invasion of Time: Part Three","Doctor Who: The Invasion of Time: Part Three",https://www.imdb.com/title/tt0811698/,TV Episode,7.3,25,1978,"Adventure, Drama, Family, Sci-Fi",515,1978-02-18,"Gerald Blake",,
477,tt0811699,2020-08-02,2020-08-02,,"Doctor Who: The Invasion of Time: Part Four","Doctor Who: The Invasion of Time: Part Four",https://www.imdb.com/title/tt0811699/,TV Episode,7.3,24,1978,"Adventure, Drama, Family, Sci-Fi",513,1978-02-25,"Gerald Blake",,
478,tt0811700,2020-08-02,2020-08-02,,"Doctor Who: The Invasion of Time: Part Five","Doctor Who: The Invasion of Time: Part Five",https://www.imdb.com/title/tt0811700/,TV Episode,7.2,25,1978,"Adventure, Drama, Family, Sci-Fi",511,1978-03-04,"Gerald Blake",,
479,tt0811701,2020-08-02,2020-08-02,,"Doctor Who: The Invasion of Time: Part Six","Doctor Who: The Invasion of Time: Part Six",https://www.imdb.com/title/tt0811701/,TV Episode,7.1,26,1978,"Adventure, Drama, Family, Sci-Fi",521,1978-03-11,"Gerald Blake",,
480,tt0562946,2020-08-02,2020-08-02,,"Doctor Who: The Ribos Operation: Part One","Doctor Who: The Ribos Operation: Part One",https://www.imdb.com/title/tt0562946/,TV Episode,7.4,25,1978,"Adventure, Drama, Family, Sci-Fi",655,1978-09-02,"George Spenton-Foster",,
481,tt0811725,2020-08-02,2020-08-02,,"Doctor Who: The Ribos Operation: Part Two","Doctor Who: The Ribos Operation: Part Two",https://www.imdb.com/title/tt0811725/,TV Episode,7.4,25,1978,"Adventure, Drama, Family, Sci-Fi",574,1978-09-09,"George Spenton-Foster",,
482,tt0811726,2020-08-02,2020-08-02,,"Doctor Who: The Ribos Operation: Part Three","Doctor Who: The Ribos Operation: Part Three",https://www.imdb.com/title/tt0811726/,TV Episode,7.4,25,1978,"Adventure, Drama, Family, Sci-Fi",570,1978-09-16,"George Spenton-Foster",,
483,tt0811727,2020-08-02,2020-08-02,,"Doctor Who: The Ribos Operation: Part Four","Doctor Who: The Ribos Operation: Part Four",https://www.imdb.com/title/tt0811727/,TV Episode,7.4,25,1978,"Adventure, Drama, Family, Sci-Fi",576,1978-09-23,"George Spenton-Foster",,
484,tt0562941,2020-08-02,2020-08-02,,"Doctor Who: The Pirate Planet: Part One","Doctor Who: The Pirate Planet: Part One",https://www.imdb.com/title/tt0562941/,TV Episode,7.6,25,1978,"Adventure, Drama, Family, Sci-Fi",666,1978-09-30,"Pennant Roberts",,
485,tt0811719,2020-08-02,2020-08-02,,"Doctor Who: The Pirate Planet: Part Two","Doctor Who: The Pirate Planet: Part Two",https://www.imdb.com/title/tt0811719/,TV Episode,7.8,26,1978,"Adventure, Drama, Family, Sci-Fi",580,1978-10-07,"Pennant Roberts",,
486,tt0811720,2020-08-02,2020-08-02,,"Doctor Who: The Pirate Planet: Part Three","Doctor Who: The Pirate Planet: Part Three",https://www.imdb.com/title/tt0811720/,TV Episode,7.8,26,1978,"Adventure, Drama, Family, Sci-Fi",576,1978-10-14,"Pennant Roberts",,
487,tt0811721,2020-08-02,2020-08-02,,"Doctor Who: The Pirate Planet: Part Four","Doctor Who: The Pirate Planet: Part Four",https://www.imdb.com/title/tt0811721/,TV Episode,7.9,25,1978,"Adventure, Drama, Family, Sci-Fi",580,1978-10-21,"Pennant Roberts",,
488,tt0562959,2020-08-02,2020-08-02,,"Doctor Who: The Stones of Blood: Part One","Doctor Who: The Stones of Blood: Part One",https://www.imdb.com/title/tt0562959/,TV Episode,7.6,24,1978,"Adventure, Drama, Family, Sci-Fi",605,1978-10-28,"Darrol Blake",,
489,tt0811736,2020-08-02,2020-08-02,,"Doctor Who: The Stones of Blood: Part Two","Doctor Who: The Stones of Blood: Part Two",https://www.imdb.com/title/tt0811736/,TV Episode,7.7,24,1978,"Adventure, Drama, Family, Sci-Fi",538,1978-11-04,"Darrol Blake",,
490,tt0811737,2020-08-02,2020-08-02,,"Doctor Who: The Stones of Blood: Part Three","Doctor Who: The Stones of Blood: Part Three",https://www.imdb.com/title/tt0811737/,TV Episode,7.7,24,1978,"Adventure, Drama, Family, Sci-Fi",538,1978-11-11,"Darrol Blake",,
491,tt0811738,2020-08-02,2020-08-02,,"Doctor Who: The Stones of Blood: Part Four","Doctor Who: The Stones of Blood: Part Four",https://www.imdb.com/title/tt0811738/,TV Episode,7.6,23,1978,"Adventure, Drama, Family, Sci-Fi",541,1978-11-18,"Darrol Blake",,
492,tt0562889,2020-08-02,2020-08-02,,"Doctor Who: The Androids of Tara: Part One","Doctor Who: The Androids of Tara: Part One",https://www.imdb.com/title/tt0562889/,TV Episode,7.3,25,1978,"Adventure, Drama, Family, Sci-Fi",590,1978-11-25,"Michael Hayes",,
493,tt0811859,2020-08-02,2020-08-02,,"Doctor Who: The Androids of Tara: Part Two","Doctor Who: The Androids of Tara: Part Two",https://www.imdb.com/title/tt0811859/,TV Episode,7.2,24,1978,"Adventure, Drama, Family, Sci-Fi",534,1978-12-02,"Michael Hayes",,
494,tt0811860,2020-08-02,2020-08-02,,"Doctor Who: The Androids of Tara: Part Three","Doctor Who: The Androids of Tara: Part Three",https://www.imdb.com/title/tt0811860/,TV Episode,7.3,24,1978,"Adventure, Drama, Family, Sci-Fi",534,1978-12-09,"Michael Hayes",,
495,tt0811861,2020-08-02,2020-08-02,,"Doctor Who: The Androids of Tara: Part Four","Doctor Who: The Androids of Tara: Part Four",https://www.imdb.com/title/tt0811861/,TV Episode,7.3,25,1978,"Adventure, Drama, Family, Sci-Fi",534,1978-12-16,"Michael Hayes",,
496,tt0562942,2020-08-02,2020-08-02,,"Doctor Who: The Power of Kroll: Part One","Doctor Who: The Power of Kroll: Part One",https://www.imdb.com/title/tt0562942/,TV Episode,6.5,23,1978,"Adventure, Drama, Family, Sci-Fi",551,1978-12-23,"Norman Stewart",,
497,tt0811722,2020-08-02,2020-08-02,,"Doctor Who: The Power of Kroll: Part Two","Doctor Who: The Power of Kroll: Part Two",https://www.imdb.com/title/tt0811722/,TV Episode,6.6,24,1978,"Adventure, Drama, Family, Sci-Fi",496,1978-12-30,"Norman Stewart",,
